"sensor";"referencia";"predicho";"error";"error_abs";"Clasificacion"
"PM25_P1";19;136,1;117,1;117,1;"No calibrados"
"PM25_P1";17;139,367;122,367;122,367;"No calibrados"
"PM25_P1";26;143,583;117,583;117,583;"No calibrados"
"PM25_P1";21;141,05;120,05;120,05;"No calibrados"
"PM25_P1";17;137,317;120,317;120,317;"No calibrados"
"PM25_P1";15;130,467;115,467;115,467;"No calibrados"
"PM25_P1";13;124,933;111,933;111,933;"No calibrados"
"PM25_P1";17;120,483;103,483;103,483;"No calibrados"
"PM25_P1";6;112,933;106,933;106,933;"No calibrados"
"PM25_P1";8;109,833;101,833;101,833;"No calibrados"
"PM25_P1";9;108,917;99,917;99,917;"No calibrados"
"PM25_P1";8;103,15;95,15;95,15;"No calibrados"
"PM25_P1";9;99,467;90,467;90,467;"No calibrados"
"PM25_P1";4;98,15;94,15;94,15;"No calibrados"
"PM25_P1";3;105,383;102,383;102,383;"No calibrados"
"PM25_P1";18;122,617;104,617;104,617;"No calibrados"
"PM25_P1";6;100,033;94,033;94,033;"No calibrados"
"PM25_P1";9;107,3;98,3;98,3;"No calibrados"
"PM25_P1";16;127,1;111,1;111,1;"No calibrados"
"PM25_P1";17;119,667;102,667;102,667;"No calibrados"
"PM25_P1";8;109,783;101,783;101,783;"No calibrados"
"PM25_P1";30;133,067;103,067;103,067;"No calibrados"
"PM25_P1";29;136,717;107,717;107,717;"No calibrados"
"PM25_P1";32;136,817;104,817;104,817;"No calibrados"
"PM25_P1";31;137;106;106;"No calibrados"
"PM25_P1";31;139,817;108,817;108,817;"No calibrados"
"PM25_P1";34;145,583;111,583;111,583;"No calibrados"
"PM25_P1";40;147,083;107,083;107,083;"No calibrados"
"PM25_P1";31;145,7;114,7;114,7;"No calibrados"
"PM25_P1";31;144,633;113,633;113,633;"No calibrados"
"PM25_P1";27;145,267;118,267;118,267;"No calibrados"
"PM25_P1";26;146,133;120,133;120,133;"No calibrados"
"PM25_P1";23;140,883;117,883;117,883;"No calibrados"
"PM25_P1";24;143,633;119,633;119,633;"No calibrados"
"PM25_P1";21;140,967;119,967;119,967;"No calibrados"
"PM25_P1";16;139,333;123,333;123,333;"No calibrados"
"PM25_P1";15;139,467;124,467;124,467;"No calibrados"
"PM25_P1";28;142,833;114,833;114,833;"No calibrados"
"PM25_P1";20;140,35;120,35;120,35;"No calibrados"
"PM25_P1";21;142,267;121,267;121,267;"No calibrados"
"PM25_P1";28;144,233;116,233;116,233;"No calibrados"
"PM25_P1";30;142,983;112,983;112,983;"No calibrados"
"PM25_P1";33;144,367;111,367;111,367;"No calibrados"
"PM25_P1";35;144,85;109,85;109,85;"No calibrados"
"PM25_P1";38;146,117;108,117;108,117;"No calibrados"
"PM25_P1";38;148,3;110,3;110,3;"No calibrados"
"PM25_P1";32;146,917;114,917;114,917;"No calibrados"
"PM25_P1";41;151,167;110,167;110,167;"No calibrados"
"PM25_P1";25;144,933;119,933;119,933;"No calibrados"
"PM25_P1";21;141,067;120,067;120,067;"No calibrados"
"PM25_P1";18;141,2;123,2;123,2;"No calibrados"
"PM25_P1";21;142,917;121,917;121,917;"No calibrados"
"PM25_P1";21;146,9;125,9;125,9;"No calibrados"
"PM25_P1";26;147,983;121,983;121,983;"No calibrados"
"PM25_P1";21;147,5;126,5;126,5;"No calibrados"
"PM25_P1";30;149,85;119,85;119,85;"No calibrados"
"PM25_P1";24;149,8;125,8;125,8;"No calibrados"
"PM25_P1";24;150,15;126,15;126,15;"No calibrados"
"PM25_P1";24;150,217;126,217;126,217;"No calibrados"
"PM25_P1";29;150,617;121,617;121,617;"No calibrados"
"PM25_P1";26;151,45;125,45;125,45;"No calibrados"
"PM25_P1";26;152,6;126,6;126,6;"No calibrados"
"PM25_P1";29;153;124;124;"No calibrados"
"PM25_P1";34;159,467;125,467;125,467;"No calibrados"
"PM25_P1";34;155;121;121;"No calibrados"
"PM25_P1";22;144,9;122,9;122,9;"No calibrados"
"PM25_P1";44;154,217;110,217;110,217;"No calibrados"
"PM25_P1";46;159,267;113,267;113,267;"No calibrados"
"PM25_P1";47;161,6;114,6;114,6;"No calibrados"
"PM25_P1";54;166,25;112,25;112,25;"No calibrados"
"PM25_P1";60;174,9;114,9;114,9;"No calibrados"
"PM25_P1";53;168,767;115,767;115,767;"No calibrados"
"PM25_P1";53;169,55;116,55;116,55;"No calibrados"
"PM25_P1";32;163,7;131,7;131,7;"No calibrados"
"PM25_P1";48;173;125;125;"No calibrados"
"PM25_P1";53;173,4;120,4;120,4;"No calibrados"
"PM25_P1";42;163,183;121,183;121,183;"No calibrados"
"PM25_P1";37;161,6;124,6;124,6;"No calibrados"
"PM25_P1";39;159,05;120,05;120,05;"No calibrados"
"PM25_P1";38;156,417;118,417;118,417;"No calibrados"
"PM25_P1";31;154,383;123,383;123,383;"No calibrados"
"PM25_P1";26;152,883;126,883;126,883;"No calibrados"
"PM25_P1";26;152,883;126,883;126,883;"No calibrados"
"PM25_P1";24;149,467;125,467;125,467;"No calibrados"
"PM25_P1";28;155,467;127,467;127,467;"No calibrados"
"PM25_P1";21;143,917;122,917;122,917;"No calibrados"
"PM25_P1";22;144,433;122,433;122,433;"No calibrados"
"PM25_P1";25;146,3;121,3;121,3;"No calibrados"
"PM25_P1";25;140,75;115,75;115,75;"No calibrados"
"PM25_P1";34;145,983;111,983;111,983;"No calibrados"
"PM25_P1";34;148,133;114,133;114,133;"No calibrados"
"PM25_P1";47;157,267;110,267;110,267;"No calibrados"
"PM25_P1";53;166,283;113,283;113,283;"No calibrados"
"PM25_P1";63;175,3;112,3;112,3;"No calibrados"
"PM25_P1";75;187,317;112,317;112,317;"No calibrados"
"PM25_P1";81;201,683;120,683;120,683;"No calibrados"
"PM25_P1";55;174,9;119,9;119,9;"No calibrados"
"PM25_P1";50;169,317;119,317;119,317;"No calibrados"
"PM25_P1";59;185,183;126,183;126,183;"No calibrados"
"PM25_P1";59;182,033;123,033;123,033;"No calibrados"
"PM25_P1";51;168,667;117,667;117,667;"No calibrados"
"PM25_P1";52;175,5;123,5;123,5;"No calibrados"
"PM25_P1";57;180,433;123,433;123,433;"No calibrados"
"PM25_P1";57;183;126;126;"No calibrados"
"PM25_P1";58;182,1;124,1;124,1;"No calibrados"
"PM25_P1";54;181,15;127,15;127,15;"No calibrados"
"PM25_P1";59;183,2;124,2;124,2;"No calibrados"
"PM25_P1";50;177,333;127,333;127,333;"No calibrados"
"PM25_P1";51;174,75;123,75;123,75;"No calibrados"
"PM25_P1";53;176,25;123,25;123,25;"No calibrados"
"PM25_P1";51;179,633;128,633;128,633;"No calibrados"
"PM25_P1";49;179,7;130,7;130,7;"No calibrados"
"PM25_P1";54;179,183;125,183;125,183;"No calibrados"
"PM25_P1";59;180,567;121,567;121,567;"No calibrados"
"PM25_P1";64;181,133;117,133;117,133;"No calibrados"
"PM25_P1";71;193,8;122,8;122,8;"No calibrados"
"PM25_P1";68;190,867;122,867;122,867;"No calibrados"
"PM25_P1";61;184,417;123,417;123,417;"No calibrados"
"PM25_P1";57;173,817;116,817;116,817;"No calibrados"
"PM25_P1";34;152,183;118,183;118,183;"No calibrados"
"PM25_P1";35;150,483;115,483;115,483;"No calibrados"
"PM25_P1";24;147,217;123,217;123,217;"No calibrados"
"PM25_P1";28;146,617;118,617;118,617;"No calibrados"
"PM25_P1";29;148,717;119,717;119,717;"No calibrados"
"PM25_P1";31;151,867;120,867;120,867;"No calibrados"
"PM25_P1";30;155,517;125,517;125,517;"No calibrados"
"PM25_P1";38;158,683;120,683;120,683;"No calibrados"
"PM25_P1";32;158,883;126,883;126,883;"No calibrados"
"PM25_P1";36;161,617;125,617;125,617;"No calibrados"
"PM25_P1";35;161,733;126,733;126,733;"No calibrados"
"PM25_P1";35;162,433;127,433;127,433;"No calibrados"
"PM25_P1";39;162,783;123,783;123,783;"No calibrados"
"PM25_P1";32;163,283;131,283;131,283;"No calibrados"
"PM25_P1";33;163,033;130,033;130,033;"No calibrados"
"PM25_P1";34;160,85;126,85;126,85;"No calibrados"
"PM25_P1";31;159,85;128,85;128,85;"No calibrados"
"PM25_P1";30;152,517;122,517;122,517;"No calibrados"
"PM25_P1";31;152,6;121,6;121,6;"No calibrados"
"PM25_P1";35;149,417;114,417;114,417;"No calibrados"
"PM25_P1";34;148,933;114,933;114,933;"No calibrados"
"PM25_P1";45;159,217;114,217;114,217;"No calibrados"
"PM25_P1";48;165,867;117,867;117,867;"No calibrados"
"PM25_P1";56;171,033;115,033;115,033;"No calibrados"
"PM25_P1";61;178,983;117,983;117,983;"No calibrados"
"PM25_P1";63;186,183;123,183;123,183;"No calibrados"
"PM25_P1";58;182,65;124,65;124,65;"No calibrados"
"PM25_P1";54;176,433;122,433;122,433;"No calibrados"
"PM25_P1";52;174,95;122,95;122,95;"No calibrados"
"PM25_P1";43;166,467;123,467;123,467;"No calibrados"
"PM25_P1";39;163,617;124,617;124,617;"No calibrados"
"PM25_P1";35;160,233;125,233;125,233;"No calibrados"
"PM25_P1";32;157;125;125;"No calibrados"
"PM25_P1";27;150;123;123;"No calibrados"
"PM25_P1";24;142,8;118,8;118,8;"No calibrados"
"PM25_P1";19;135,683;116,683;116,683;"No calibrados"
"PM25_P1";15;132,267;117,267;117,267;"No calibrados"
"PM25_P1";11;123,433;112,433;112,433;"No calibrados"
"PM25_P1";10;121,067;111,067;111,067;"No calibrados"
"PM25_P1";12;111,533;99,533;99,533;"No calibrados"
"PM25_P1";9;106,967;97,967;97,967;"No calibrados"
"PM25_P1";14;112,9;98,9;98,9;"No calibrados"
"PM25_P1";19;115,85;96,85;96,85;"No calibrados"
"PM25_P1";6;101,867;95,867;95,867;"No calibrados"
"PM25_P1";13;116,183;103,183;103,183;"No calibrados"
"PM25_P1";20;131,4;111,4;111,4;"No calibrados"
"PM25_P1";29;141,6;112,6;112,6;"No calibrados"
"PM25_P1";47;161,733;114,733;114,733;"No calibrados"
"PM25_P1";71;184,033;113,033;113,033;"No calibrados"
"PM25_P1";61;173,583;112,583;112,583;"No calibrados"
"PM25_P1";70;179,4;109,4;109,4;"No calibrados"
"PM25_P1";67;185,1;118,1;118,1;"No calibrados"
"PM25_P1";63;175,767;112,767;112,767;"No calibrados"
"PM25_P1";47;161,7;114,7;114,7;"No calibrados"
"PM25_P1";29;146,383;117,383;117,383;"No calibrados"
"PM25_P1";32;142,717;110,717;110,717;"No calibrados"
"PM25_P1";26;136,3;110,3;110,3;"No calibrados"
"PM25_P1";14;132,2;118,2;118,2;"No calibrados"
"PM25_P1";36;150,767;114,767;114,767;"No calibrados"
"PM25_P1";26;142,183;116,183;116,183;"No calibrados"
"PM25_P1";20;134,183;114,183;114,183;"No calibrados"
"PM25_P1";15;124,583;109,583;109,583;"No calibrados"
"PM25_P1";11;111,517;100,517;100,517;"No calibrados"
"PM25_P1";8;106,067;98,067;98,067;"No calibrados"
"PM25_P1";10;107,533;97,533;97,533;"No calibrados"
"PM25_P1";19;112,583;93,583;93,583;"No calibrados"
"PM25_P1";20;117,233;97,233;97,233;"No calibrados"
"PM25_P1";30;123,317;93,317;93,317;"No calibrados"
"PM25_P1";18;117,95;99,95;99,95;"No calibrados"
"PM25_P1";28;135,833;107,833;107,833;"No calibrados"
"PM25_P1";30;139,533;109,533;109,533;"No calibrados"
"PM25_P1";37;144,283;107,283;107,283;"No calibrados"
"PM25_P1";36;142,15;106,15;106,15;"No calibrados"
"PM25_P1";32;141,333;109,333;109,333;"No calibrados"
"PM25_P1";42;143,733;101,733;101,733;"No calibrados"
"PM25_P1";43;146,8;103,8;103,8;"No calibrados"
"PM25_P1";38;145,417;107,417;107,417;"No calibrados"
"PM25_P1";37;146,833;109,833;109,833;"No calibrados"
"PM25_P1";31;140,55;109,55;109,55;"No calibrados"
"PM25_P1";29;137,083;108,083;108,083;"No calibrados"
"PM25_P1";19;129,333;110,333;110,333;"No calibrados"
"PM25_P1";13;119,067;106,067;106,067;"No calibrados"
"PM25_P1";9;109,433;100,433;100,433;"No calibrados"
"PM25_P1";8;103,883;95,883;95,883;"No calibrados"
"PM25_P1";6;102,65;96,65;96,65;"No calibrados"
"PM25_P1";6;100,233;94,233;94,233;"No calibrados"
"PM25_P1";3;98,55;95,55;95,55;"No calibrados"
"PM25_P1";5;98,483;93,483;93,483;"No calibrados"
"PM25_P1";8;100,617;92,617;92,617;"No calibrados"
"PM25_P1";10;102,15;92,15;92,15;"No calibrados"
"PM25_P1";17;117,133;100,133;100,133;"No calibrados"
"PM25_P1";13;111,217;98,217;98,217;"No calibrados"
"PM25_P1";19;129,883;110,883;110,883;"No calibrados"
"PM25_P1";25;133,85;108,85;108,85;"No calibrados"
"PM25_P1";34;137,9;103,9;103,9;"No calibrados"
"PM25_P1";34;141,8;107,8;107,8;"No calibrados"
"PM25_P1";37;142,333;105,333;105,333;"No calibrados"
"PM25_P1";35;143,017;108,017;108,017;"No calibrados"
"PM25_P1";39;145,317;106,317;106,317;"No calibrados"
"PM25_P1";30;138,4;108,4;108,4;"No calibrados"
"PM25_P1";19;135,783;116,783;116,783;"No calibrados"
"PM25_P1";22;131,533;109,533;109,533;"No calibrados"
"PM25_P1";16;120,467;104,467;104,467;"No calibrados"
"PM25_P1";9;106,533;97,533;97,533;"No calibrados"
"PM25_P1";9;99,633;90,633;90,633;"No calibrados"
"PM25_P1";4;98,383;94,383;94,383;"No calibrados"
"PM25_P1";1;98,017;97,017;97,017;"No calibrados"
"PM25_P1";1;98;97;97;"No calibrados"
"PM25_P1";1;98;97;97;"No calibrados"
"PM25_P1";1;98;97;97;"No calibrados"
"PM25_P1";1;98;97;97;"No calibrados"
"PM25_P1";3;98;95;95;"No calibrados"
"PM25_P1";2;98,05;96,05;96,05;"No calibrados"
"PM25_P1";7;99,867;92,867;92,867;"No calibrados"
"PM25_P1";17;102,283;85,283;85,283;"No calibrados"
"PM25_P1";12;102,6;90,6;90,6;"No calibrados"
"PM25_P1";24;127,083;103,083;103,083;"No calibrados"
"PM25_P1";20;122,667;102,667;102,667;"No calibrados"
"PM25_P1";18;122,817;104,817;104,817;"No calibrados"
"PM25_P1";24;126,017;102,017;102,017;"No calibrados"
"PM25_P1";32;131,783;99,783;99,783;"No calibrados"
"PM25_P1";26;131,167;105,167;105,167;"No calibrados"
"PM25_P1";26;131,433;105,433;105,433;"No calibrados"
"PM25_P1";24;127,017;103,017;103,017;"No calibrados"
"PM25_P1";23;120,517;97,517;97,517;"No calibrados"
"PM25_P1";22;122,017;100,017;100,017;"No calibrados"
"PM25_P1";16;120,317;104,317;104,317;"No calibrados"
"PM25_P1";13;109,783;96,783;96,783;"No calibrados"
"PM25_P1";9;103;94;94;"No calibrados"
"PM25_P1";6;102,617;96,617;96,617;"No calibrados"
"PM25_P1";5;102,333;97,333;97,333;"No calibrados"
"PM25_P1";4;99,767;95,767;95,767;"No calibrados"
"PM25_P1";5;98,933;93,933;93,933;"No calibrados"
"PM25_P1";4;98,1;94,1;94,1;"No calibrados"
"PM25_P1";5;98,117;93,117;93,117;"No calibrados"
"PM25_P1";6;100,55;94,55;94,55;"No calibrados"
"PM25_P1";12;101,517;89,517;89,517;"No calibrados"
"PM25_P1";7;99,85;92,85;92,85;"No calibrados"
"PM25_P1";4;99,033;95,033;95,033;"No calibrados"
"PM25_P1";10;100,633;90,633;90,633;"No calibrados"
"PM25_P1";10;111,067;101,067;101,067;"No calibrados"
"PM25_P1";10;121,05;111,05;111,05;"No calibrados"
"PM25_P1";22;133,317;111,317;111,317;"No calibrados"
"PM25_P1";36;152,183;116,183;116,183;"No calibrados"
"PM25_P1";40;142,3;102,3;102,3;"No calibrados"
"PM25_P1";32;141,15;109,15;109,15;"No calibrados"
"PM25_P1";41;146,517;105,517;105,517;"No calibrados"
"PM25_P1";39;149,233;110,233;110,233;"No calibrados"
"PM25_P1";37;146,1;109,1;109,1;"No calibrados"
"PM25_P1";34;145,583;111,583;111,583;"No calibrados"
"PM25_P1";32;143,15;111,15;111,15;"No calibrados"
"PM25_P1";28;141,417;113,417;113,417;"No calibrados"
"PM25_P1";23;130,55;107,55;107,55;"No calibrados"
"PM25_P1";14;131,35;117,35;117,35;"No calibrados"
"PM25_P1";39;168,633;129,633;129,633;"No calibrados"
"PM25_P1";35;165,1;130,1;130,1;"No calibrados"
"PM25_P1";39;164,05;125,05;125,05;"No calibrados"
"PM25_P1";33;161,883;128,883;128,883;"No calibrados"
"PM25_P1";38;164,867;126,867;126,867;"No calibrados"
"PM25_P1";38;163,633;125,633;125,633;"No calibrados"
"PM25_P1";37;160,5;123,5;123,5;"No calibrados"
"PM25_P1";40;158,017;118,017;118,017;"No calibrados"
"PM25_P1";46;157,683;111,683;111,683;"No calibrados"
"PM25_P1";52;155,633;103,633;103,633;"No calibrados"
"PM25_P1";57;159,2;102,2;102,2;"No calibrados"
"PM25_P1";56;164,217;108,217;108,217;"No calibrados"
"PM25_P1";60;166,283;106,283;106,283;"No calibrados"
"PM25_P1";63;171,583;108,583;108,583;"No calibrados"
"PM25_P1";59;173,017;114,017;114,017;"No calibrados"
"PM25_P1";65;177;112;112;"No calibrados"
"PM25_P1";35;151,667;116,667;116,667;"No calibrados"
"PM25_P1";35;146,5;111,5;111,5;"No calibrados"
"PM25_P1";28;146,217;118,217;118,217;"No calibrados"
"PM25_P1";13;130,817;117,817;117,817;"No calibrados"
"PM25_P1";12;131,017;119,017;119,017;"No calibrados"
"PM25_P1";8;129,85;121,85;121,85;"No calibrados"
"PM25_P1";16;132,9;116,9;116,9;"No calibrados"
"PM25_P1";7;122,367;115,367;115,367;"No calibrados"
"PM25_P1";8;119,767;111,767;111,767;"No calibrados"
"PM25_P1";11;129,233;118,233;118,233;"No calibrados"
"PM25_P1";17;132,85;115,85;115,85;"No calibrados"
"PM25_P1";11;128,7;117,7;117,7;"No calibrados"
"PM25_P1";12;124,233;112,233;112,233;"No calibrados"
"PM25_P1";11;118,433;107,433;107,433;"No calibrados"
"PM25_P1";9;108,183;99,183;99,183;"No calibrados"
"PM25_P1";12;117,95;105,95;105,95;"No calibrados"
"PM25_P1";17;132,95;115,95;115,95;"No calibrados"
"PM25_P1";12;126,083;114,083;114,083;"No calibrados"
"PM25_P1";10;120,517;110,517;110,517;"No calibrados"
"PM25_P1";10;124,067;114,067;114,067;"No calibrados"
"PM25_P1";16;126,7;110,7;110,7;"No calibrados"
"PM25_P1";20;130,517;110,517;110,517;"No calibrados"
"PM25_P1";20;132,8;112,8;112,8;"No calibrados"
"PM25_P1";23;134,5;111,5;111,5;"No calibrados"
"PM25_P1";22;136,05;114,05;114,05;"No calibrados"
"PM25_P1";27;140,1;113,1;113,1;"No calibrados"
"PM25_P1";25;142,017;117,017;117,017;"No calibrados"
"PM25_P1";19;138,217;119,217;119,217;"No calibrados"
"PM25_P1";24;136,033;112,033;112,033;"No calibrados"
"PM25_P1";16;137,867;121,867;121,867;"No calibrados"
"PM25_P1";20;130,683;110,683;110,683;"No calibrados"
"PM25_P1";16;128,233;112,233;112,233;"No calibrados"
"PM25_P1";12;125,283;113,283;113,283;"No calibrados"
"PM25_P1";10;118,733;108,733;108,733;"No calibrados"
"PM25_P1";9;114,883;105,883;105,883;"No calibrados"
"PM25_P1";6;107,817;101,817;101,817;"No calibrados"
"PM25_P1";7;104,933;97,933;97,933;"No calibrados"
"PM25_P1";8;103,8;95,8;95,8;"No calibrados"
"PM25_P1";7;104,167;97,167;97,167;"No calibrados"
"PM25_P1";12;105,6;93,6;93,6;"No calibrados"
"PM25_P1";11;110,6;99,6;99,6;"No calibrados"
"PM25_P1";11;118,883;107,883;107,883;"No calibrados"
"PM25_P1";10;117,233;107,233;107,233;"No calibrados"
"PM25_P1";21;118,8;97,8;97,8;"No calibrados"
"PM25_P1";19;127,367;108,367;108,367;"No calibrados"
"PM25_P1";33;134,7;101,7;101,7;"No calibrados"
"PM25_P1";38;138,917;100,917;100,917;"No calibrados"
"PM25_P1";40;141,8;101,8;101,8;"No calibrados"
"PM25_P1";39;143,7;104,7;104,7;"No calibrados"
"PM25_P1";31;137,267;106,267;106,267;"No calibrados"
"PM25_P1";25;132,4;107,4;107,4;"No calibrados"
"PM25_P1";29;134,417;105,417;105,417;"No calibrados"
"PM25_P1";27;136,317;109,317;109,317;"No calibrados"
"PM25_P1";22;129,817;107,817;107,817;"No calibrados"
"PM25_P1";16;125,467;109,467;109,467;"No calibrados"
"PM25_P1";12;114,483;102,483;102,483;"No calibrados"
"PM25_P1";7;105,567;98,567;98,567;"No calibrados"
"PM25_P1";4;100,883;96,883;96,883;"No calibrados"
"PM25_P1";2;99,017;97,017;97,017;"No calibrados"
"PM25_P1";2;98,083;96,083;96,083;"No calibrados"
"PM25_P1";1;98,017;97,017;97,017;"No calibrados"
"PM25_P1";2;98,5;96,5;96,5;"No calibrados"
"PM25_P1";7;101,45;94,45;94,45;"No calibrados"
"PM25_P1";14;108,967;94,967;94,967;"No calibrados"
"PM25_P1";14;113,55;99,55;99,55;"No calibrados"
"PM25_P1";23;126,55;103,55;103,55;"No calibrados"
"PM25_P1";21;121,917;100,917;100,917;"No calibrados"
"PM25_P1";26;131,683;105,683;105,683;"No calibrados"
"PM25_P1";44;145,25;101,25;101,25;"No calibrados"
"PM25_P1";48;153,233;105,233;105,233;"No calibrados"
"PM25_P1";53;152,733;99,733;99,733;"No calibrados"
"PM25_P1";43;148,583;105,583;105,583;"No calibrados"
"PM25_P1";44;153,75;109,75;109,75;"No calibrados"
"PM25_P1";42;156,617;114,617;114,617;"No calibrados"
"PM25_P1";39;155,517;116,517;116,517;"No calibrados"
"PM25_P1";37;155,25;118,25;118,25;"No calibrados"
"PM25_P1";36;151,033;115,033;115,033;"No calibrados"
"PM25_P1";39;152,767;113,767;113,767;"No calibrados"
"PM25_P1";30;144,733;114,733;114,733;"No calibrados"
"PM25_P1";22;141,3;119,3;119,3;"No calibrados"
"PM25_P1";25;142,617;117,617;117,617;"No calibrados"
"PM25_P1";29;160,3;131,3;131,3;"No calibrados"
"PM25_P1";26;159,083;133,083;133,083;"No calibrados"
"PM25_P1";27;157,3;130,3;130,3;"No calibrados"
"PM25_P1";29;156,217;127,217;127,217;"No calibrados"
"PM25_P1";31;154,517;123,517;123,517;"No calibrados"
"PM25_P1";33;152,367;119,367;119,367;"No calibrados"
"PM25_P1";32;152,283;120,283;120,283;"No calibrados"
"PM25_P1";36;153,217;117,217;117,217;"No calibrados"
"PM25_P1";39;155,55;116,55;116,55;"No calibrados"
"PM25_P1";41;156,05;115,05;115,05;"No calibrados"
"PM25_P1";45;154,033;109,033;109,033;"No calibrados"
"PM25_P1";53;157,583;104,583;104,583;"No calibrados"
"PM25_P1";56;166,833;110,833;110,833;"No calibrados"
"PM25_P1";59;172,567;113,567;113,567;"No calibrados"
"PM25_P1";54;171,683;117,683;117,683;"No calibrados"
"PM25_P1";59;172,167;113,167;113,167;"No calibrados"
"PM25_P1";59;170,417;111,417;111,417;"No calibrados"
"PM25_P1";61;171,1;110,1;110,1;"No calibrados"
"PM25_P1";62;169,967;107,967;107,967;"No calibrados"
"PM25_P1";63;168,217;105,217;105,217;"No calibrados"
"PM25_P1";56;163,483;107,483;107,483;"No calibrados"
"PM25_P1";50;161,667;111,667;111,667;"No calibrados"
"PM25_P1";50;161,117;111,117;111,117;"No calibrados"
"PM25_P1";43;160,117;117,117;117,117;"No calibrados"
"PM25_P1";42;160,867;118,867;118,867;"No calibrados"
"PM25_P1";44;161,217;117,217;117,217;"No calibrados"
"PM25_P1";39;160,033;121,033;121,033;"No calibrados"
"PM25_P1";38;160,1;122,1;122,1;"No calibrados"
"PM25_P1";40;158,7;118,7;118,7;"No calibrados"
"PM25_P1";42;158,533;116,533;116,533;"No calibrados"
"PM25_P1";45;157,733;112,733;112,733;"No calibrados"
"PM25_P1";51;160,517;109,517;109,517;"No calibrados"
"PM25_P1";48;149,95;101,95;101,95;"No calibrados"
"PM25_P1";54;150,6;96,6;96,6;"No calibrados"
"PM25_P1";64;158,917;94,917;94,917;"No calibrados"
"PM25_P1";73;164,75;91,75;91,75;"No calibrados"
"PM25_P1";66;161,833;95,833;95,833;"No calibrados"
"PM25_P1";71;170,633;99,633;99,633;"No calibrados"
"PM25_P1";74;175,583;101,583;101,583;"No calibrados"
"PM25_P1";76;179,2;103,2;103,2;"No calibrados"
"PM25_P1";78;183,383;105,383;105,383;"No calibrados"
"PM25_P1";66;174,467;108,467;108,467;"No calibrados"
"PM25_P1";51;164,067;113,067;113,067;"No calibrados"
"PM25_P1";43;157,917;114,917;114,917;"No calibrados"
"PM25_P1";31;142,05;111,05;111,05;"No calibrados"
"PM25_P1";17;128,783;111,783;111,783;"No calibrados"
"PM25_P1";17;126,6;109,6;109,6;"No calibrados"
"PM25_P1";14;118,917;104,917;104,917;"No calibrados"
"PM25_P1";11;106,75;95,75;95,75;"No calibrados"
"PM25_P1";6;100,2;94,2;94,2;"No calibrados"
"PM25_P1";4;99;95;95;"No calibrados"
"PM25_P1";3;98;95;95;"No calibrados"
"PM25_P1";3;98,367;95,367;95,367;"No calibrados"
"PM25_P1";7;98,7;91,7;91,7;"No calibrados"
"PM25_P1";5;98,983;93,983;93,983;"No calibrados"
"PM25_P1";6;100,317;94,317;94,317;"No calibrados"
"PM25_P1";11;108,95;97,95;97,95;"No calibrados"
