"sensor";"referencia";"predicho";"error";"error_abs";"Clasificacion"
"PM25_P3";2;100,017;98,017;98,017;"No calibrados"
"PM25_P3";7;101,533;94,533;94,533;"No calibrados"
"PM25_P3";17;103,8;86,8;86,8;"No calibrados"
"PM25_P3";12;104,283;92,283;92,283;"No calibrados"
"PM25_P3";24;128,35;104,35;104,35;"No calibrados"
"PM25_P3";20;123,6;103,6;103,6;"No calibrados"
"PM25_P3";18;123,817;105,817;105,817;"No calibrados"
"PM25_P3";24;126,733;102,733;102,733;"No calibrados"
"PM25_P3";32;133,35;101,35;101,35;"No calibrados"
"PM25_P3";26;131,633;105,633;105,633;"No calibrados"
"PM25_P3";26;131,767;105,767;105,767;"No calibrados"
"PM25_P3";24;126,983;102,983;102,983;"No calibrados"
"PM25_P3";23;120,4;97,4;97,4;"No calibrados"
"PM25_P3";22;122,5;100,5;100,5;"No calibrados"
"PM25_P3";16;119,667;103,667;103,667;"No calibrados"
"PM25_P3";13;110,017;97,017;97,017;"No calibrados"
"PM25_P3";9;104,083;95,083;95,083;"No calibrados"
"PM25_P3";6;103,35;97,35;97,35;"No calibrados"
"PM25_P3";5;103,3;98,3;98,3;"No calibrados"
"PM25_P3";4;101,083;97,083;97,083;"No calibrados"
"PM25_P3";5;100,25;95,25;95,25;"No calibrados"
"PM25_P3";4;100,017;96,017;96,017;"No calibrados"
"PM25_P3";5;100,067;95,067;95,067;"No calibrados"
"PM25_P3";6;101,833;95,833;95,833;"No calibrados"
"PM25_P3";12;102,9;90,9;90,9;"No calibrados"
"PM25_P3";7;101,767;94,767;94,767;"No calibrados"
"PM25_P3";4;100,833;96,833;96,833;"No calibrados"
"PM25_P3";10;102,45;92,45;92,45;"No calibrados"
"PM25_P3";10;112,117;102,117;102,117;"No calibrados"
"PM25_P3";10;122,85;112,85;112,85;"No calibrados"
"PM25_P3";22;134,733;112,733;112,733;"No calibrados"
"PM25_P3";36;155,017;119,017;119,017;"No calibrados"
"PM25_P3";40;144,4;104,4;104,4;"No calibrados"
"PM25_P3";32;142,117;110,117;110,117;"No calibrados"
"PM25_P3";41;146,133;105,133;105,133;"No calibrados"
"PM25_P3";39;148,483;109,483;109,483;"No calibrados"
"PM25_P3";37;145,633;108,633;108,633;"No calibrados"
"PM25_P3";34;145,333;111,333;111,333;"No calibrados"
"PM25_P3";32;142,417;110,417;110,417;"No calibrados"
"PM25_P3";28;140,533;112,533;112,533;"No calibrados"
"PM25_P3";23;128,917;105,917;105,917;"No calibrados"
"PM25_P3";14;128,017;114,017;114,017;"No calibrados"
"PM25_P3";39;163,033;124,033;124,033;"No calibrados"
"PM25_P3";35;161,883;126,883;126,883;"No calibrados"
"PM25_P3";39;161,483;122,483;122,483;"No calibrados"
"PM25_P3";33;159,067;126,067;126,067;"No calibrados"
"PM25_P3";38;162,533;124,533;124,533;"No calibrados"
"PM25_P3";38;160,717;122,717;122,717;"No calibrados"
"PM25_P3";37;158,25;121,25;121,25;"No calibrados"
"PM25_P3";40;157,467;117,467;117,467;"No calibrados"
"PM25_P3";46;157,017;111,017;111,017;"No calibrados"
"PM25_P3";52;157,633;105,633;105,633;"No calibrados"
"PM25_P3";57;162,3;105,3;105,3;"No calibrados"
"PM25_P3";56;165,467;109,467;109,467;"No calibrados"
"PM25_P3";60;167,95;107,95;107,95;"No calibrados"
"PM25_P3";63;171,833;108,833;108,833;"No calibrados"
"PM25_P3";59;172,45;113,45;113,45;"No calibrados"
"PM25_P3";65;175;110;110;"No calibrados"
"PM25_P3";35;150,617;115,617;115,617;"No calibrados"
"PM25_P3";35;145,65;110,65;110,65;"No calibrados"
"PM25_P3";28;145,25;117,25;117,25;"No calibrados"
"PM25_P3";13;129,2;116,2;116,2;"No calibrados"
"PM25_P3";12;128,583;116,583;116,583;"No calibrados"
"PM25_P3";8;126,083;118,083;118,083;"No calibrados"
"PM25_P3";16;128,65;112,65;112,65;"No calibrados"
"PM25_P3";7;118,917;111,917;111,917;"No calibrados"
"PM25_P3";8;114,6;106,6;106,6;"No calibrados"
"PM25_P3";11;125,05;114,05;114,05;"No calibrados"
"PM25_P3";17;128,467;111,467;111,467;"No calibrados"
"PM25_P3";11;124,85;113,85;113,85;"No calibrados"
"PM25_P3";12;120,067;108,067;108,067;"No calibrados"
"PM25_P3";11;113,8;102,8;102,8;"No calibrados"
"PM25_P3";9;106,45;97,45;97,45;"No calibrados"
"PM25_P3";12;116,583;104,583;104,583;"No calibrados"
"PM25_P3";17;132,5;115,5;115,5;"No calibrados"
"PM25_P3";12;126,233;114,233;114,233;"No calibrados"
"PM25_P3";10;121,133;111,133;111,133;"No calibrados"
"PM25_P3";10;124,483;114,483;114,483;"No calibrados"
"PM25_P3";16;127,417;111,417;111,417;"No calibrados"
"PM25_P3";20;131,983;111,983;111,983;"No calibrados"
"PM25_P3";20;133,433;113,433;113,433;"No calibrados"
"PM25_P3";23;133,717;110,717;110,717;"No calibrados"
"PM25_P3";22;133,9;111,9;111,9;"No calibrados"
"PM25_P3";27;137,967;110,967;110,967;"No calibrados"
"PM25_P3";25;139,883;114,883;114,883;"No calibrados"
"PM25_P3";19;136,467;117,467;117,467;"No calibrados"
"PM25_P3";24;133,733;109,733;109,733;"No calibrados"
"PM25_P3";16;135,2;119,2;119,2;"No calibrados"
"PM25_P3";20;127,583;107,583;107,583;"No calibrados"
"PM25_P3";16;125,133;109,133;109,133;"No calibrados"
"PM25_P3";12;121,983;109,983;109,983;"No calibrados"
"PM25_P3";10;113,033;103,033;103,033;"No calibrados"
"PM25_P3";9;110,933;101,933;101,933;"No calibrados"
"PM25_P3";6;106,733;100,733;100,733;"No calibrados"
"PM25_P3";7;104,733;97,733;97,733;"No calibrados"
"PM25_P3";8;103,7;95,7;95,7;"No calibrados"
"PM25_P3";7;104,383;97,383;97,383;"No calibrados"
"PM25_P3";12;106,517;94,517;94,517;"No calibrados"
"PM25_P3";11;111,217;100,217;100,217;"No calibrados"
"PM25_P3";11;120,417;109,417;109,417;"No calibrados"
"PM25_P3";10;118,133;108,133;108,133;"No calibrados"
"PM25_P3";21;119,717;98,717;98,717;"No calibrados"
"PM25_P3";19;127,983;108,983;108,983;"No calibrados"
"PM25_P3";33;135,75;102,75;102,75;"No calibrados"
"PM25_P3";38;139,95;101,95;101,95;"No calibrados"
"PM25_P3";40;141,2;101,2;101,2;"No calibrados"
"PM25_P3";39;142,433;103,433;103,433;"No calibrados"
"PM25_P3";31;136,717;105,717;105,717;"No calibrados"
"PM25_P3";25;130,75;105,75;105,75;"No calibrados"
"PM25_P3";29;133,817;104,817;104,817;"No calibrados"
"PM25_P3";27;135,267;108,267;108,267;"No calibrados"
"PM25_P3";22;127,5;105,5;105,5;"No calibrados"
"PM25_P3";16;124,183;108,183;108,183;"No calibrados"
"PM25_P3";12;111,783;99,783;99,783;"No calibrados"
"PM25_P3";7;105,333;98,333;98,333;"No calibrados"
"PM25_P3";4;101,783;97,783;97,783;"No calibrados"
"PM25_P3";2;100,367;98,367;98,367;"No calibrados"
"PM25_P3";2;100,017;98,017;98,017;"No calibrados"
"PM25_P3";1;100;99;99;"No calibrados"
"PM25_P3";2;100,167;98,167;98,167;"No calibrados"
"PM25_P3";7;102,867;95,867;95,867;"No calibrados"
"PM25_P3";14;110,167;96,167;96,167;"No calibrados"
"PM25_P3";14;114,683;100,683;100,683;"No calibrados"
"PM25_P3";23;128,15;105,15;105,15;"No calibrados"
"PM25_P3";21;123,033;102,033;102,033;"No calibrados"
"PM25_P3";26;133;107;107;"No calibrados"
"PM25_P3";44;147,417;103,417;103,417;"No calibrados"
"PM25_P3";48;155,5;107,5;107,5;"No calibrados"
"PM25_P3";53;156,1;103,1;103,1;"No calibrados"
"PM25_P3";43;150,483;107,483;107,483;"No calibrados"
"PM25_P3";44;152,45;108,45;108,45;"No calibrados"
"PM25_P3";42;155,183;113,183;113,183;"No calibrados"
"PM25_P3";39;153,9;114,9;114,9;"No calibrados"
"PM25_P3";37;154,3;117,3;117,3;"No calibrados"
"PM25_P3";36;149,767;113,767;113,767;"No calibrados"
"PM25_P3";39;151,567;112,567;112,567;"No calibrados"
"PM25_P3";30;142,4;112,4;112,4;"No calibrados"
"PM25_P3";22;138,533;116,533;116,533;"No calibrados"
"PM25_P3";25;140,333;115,333;115,333;"No calibrados"
"PM25_P3";29;157,633;128,633;128,633;"No calibrados"
"PM25_P3";26;156,283;130,283;130,283;"No calibrados"
"PM25_P3";27;154,15;127,15;127,15;"No calibrados"
"PM25_P3";29;153,133;124,133;124,133;"No calibrados"
"PM25_P3";31;152,133;121,133;121,133;"No calibrados"
"PM25_P3";33;149,717;116,717;116,717;"No calibrados"
"PM25_P3";32;149,633;117,633;117,633;"No calibrados"
"PM25_P3";36;151,5;115,5;115,5;"No calibrados"
"PM25_P3";39;154,3;115,3;115,3;"No calibrados"
"PM25_P3";41;154,167;113,167;113,167;"No calibrados"
"PM25_P3";45;153,617;108,617;108,617;"No calibrados"
"PM25_P3";53;158,1;105,1;105,1;"No calibrados"
"PM25_P3";56;165,4;109,4;109,4;"No calibrados"
"PM25_P3";59;170,1;111,1;111,1;"No calibrados"
"PM25_P3";54;168,417;114,417;114,417;"No calibrados"
"PM25_P3";59;168,433;109,433;109,433;"No calibrados"
"PM25_P3";59;166,333;107,333;107,333;"No calibrados"
"PM25_P3";61;167,183;106,183;106,183;"No calibrados"
"PM25_P3";62;165,75;103,75;103,75;"No calibrados"
"PM25_P3";63;165,283;102,283;102,283;"No calibrados"
"PM25_P3";56;161,917;105,917;105,917;"No calibrados"
"PM25_P3";50;159,783;109,783;109,783;"No calibrados"
"PM25_P3";50;158,517;108,517;108,517;"No calibrados"
"PM25_P3";43;157,067;114,067;114,067;"No calibrados"
"PM25_P3";42;157,45;115,45;115,45;"No calibrados"
"PM25_P3";44;157,433;113,433;113,433;"No calibrados"
"PM25_P3";39;156,417;117,417;117,417;"No calibrados"
"PM25_P3";38;156,967;118,967;118,967;"No calibrados"
"PM25_P3";40;155,833;115,833;115,833;"No calibrados"
"PM25_P3";42;155,517;113,517;113,517;"No calibrados"
"PM25_P3";45;156,117;111,117;111,117;"No calibrados"
"PM25_P3";51;160,867;109,867;109,867;"No calibrados"
"PM25_P3";48;150,483;102,483;102,483;"No calibrados"
"PM25_P3";54;153,233;99,233;99,233;"No calibrados"
"PM25_P3";64;162,267;98,267;98,267;"No calibrados"
"PM25_P3";73;168,417;95,417;95,417;"No calibrados"
"PM25_P3";66;165,217;99,217;99,217;"No calibrados"
"PM25_P3";71;174,067;103,067;103,067;"No calibrados"
"PM25_P3";74;175,7;101,7;101,7;"No calibrados"
"PM25_P3";76;175,933;99,933;99,933;"No calibrados"
"PM25_P3";78;177,85;99,85;99,85;"No calibrados"
"PM25_P3";66;170,233;104,233;104,233;"No calibrados"
"PM25_P3";51;162,017;111,017;111,017;"No calibrados"
"PM25_P3";43;156,367;113,367;113,367;"No calibrados"
"PM25_P3";31;140,317;109,317;109,317;"No calibrados"
"PM25_P3";17;126,533;109,533;109,533;"No calibrados"
"PM25_P3";17;123,867;106,867;106,867;"No calibrados"
"PM25_P3";14;114,7;100,7;100,7;"No calibrados"
"PM25_P3";11;106,183;95,183;95,183;"No calibrados"
"PM25_P3";6;101,367;95,367;95,367;"No calibrados"
"PM25_P3";4;100,5;96,5;96,5;"No calibrados"
"PM25_P3";3;100;97;97;"No calibrados"
"PM25_P3";3;100,167;97,167;97,167;"No calibrados"
"PM25_P3";7;100,333;93,333;93,333;"No calibrados"
"PM25_P3";5;100,85;95,85;95,85;"No calibrados"
"PM25_P3";6;102,333;96,333;96,333;"No calibrados"
"PM25_P3";11;110,783;99,783;99,783;"No calibrados"
"PM25_P3";7;107,833;100,833;100,833;"No calibrados"
"PM25_P3";15;121,483;106,483;106,483;"No calibrados"
"PM25_P3";30;139,067;109,067;109,067;"No calibrados"
"PM25_P3";36;148,95;112,95;112,95;"No calibrados"
"PM25_P3";44;150,767;106,767;106,767;"No calibrados"
"PM25_P3";48;151,9;103,9;103,9;"No calibrados"
"PM25_P3";39;145,883;106,883;106,883;"No calibrados"
"PM25_P3";25;137,633;112,633;112,633;"No calibrados"
"PM25_P3";29;141,017;112,017;112,017;"No calibrados"
"PM25_P3";26;139,233;113,233;113,233;"No calibrados"
"PM25_P3";30;141,3;111,3;111,3;"No calibrados"
"PM25_P3";24;135,25;111,25;111,25;"No calibrados"
"PM25_P3";15;121,833;106,833;106,833;"No calibrados"
"PM25_P3";12;112,617;100,617;100,617;"No calibrados"
"PM25_P3";15;111,35;96,35;96,35;"No calibrados"
"PM25_P3";6;102,533;96,533;96,533;"No calibrados"
"PM25_P3";6;101,833;95,833;95,833;"No calibrados"
"PM25_P3";4;100,967;96,967;96,967;"No calibrados"
"PM25_P3";2;100,067;98,067;98,067;"No calibrados"
"PM25_P3";5;100;95;95;"No calibrados"
"PM25_P3";3;100,05;97,05;97,05;"No calibrados"
"PM25_P3";12;102,35;90,35;90,35;"No calibrados"
"PM25_P3";15;117,533;102,533;102,533;"No calibrados"
"PM25_P3";37;143,183;106,183;106,183;"No calibrados"
"PM25_P3";36;145,583;109,583;109,583;"No calibrados"
"PM25_P3";38;145,283;107,283;107,283;"No calibrados"
"PM25_P3";49;151;102;102;"No calibrados"
"PM25_P3";64;163,3;99,3;99,3;"No calibrados"
"PM25_P3";71;178,433;107,433;107,433;"No calibrados"
"PM25_P3";73;178,967;105,967;105,967;"No calibrados"
"PM25_P3";67;173,183;106,183;106,183;"No calibrados"
"PM25_P3";68;173,617;105,617;105,617;"No calibrados"
"PM25_P3";65;169,083;104,083;104,083;"No calibrados"
"PM25_P3";54;159,533;105,533;105,533;"No calibrados"
"PM25_P3";49;157,183;108,183;108,183;"No calibrados"
"PM25_P3";30;143,017;113,017;113,017;"No calibrados"
"PM25_P3";24;137,417;113,417;113,417;"No calibrados"
"PM25_P3";25;137,9;112,9;112,9;"No calibrados"
"PM25_P3";25;138,083;113,083;113,083;"No calibrados"
"PM25_P3";32;144,45;112,45;112,45;"No calibrados"
"PM25_P3";25;142,55;117,55;117,55;"No calibrados"
"PM25_P3";25;142,083;117,083;117,083;"No calibrados"
"PM25_P3";28;140,367;112,367;112,367;"No calibrados"
"PM25_P3";23;140,233;117,233;117,233;"No calibrados"
"PM25_P3";24;137,417;113,417;113,417;"No calibrados"
"PM25_P3";24;137,483;113,483;113,483;"No calibrados"
"PM25_P3";46;158,3;112,3;112,3;"No calibrados"
"PM25_P3";49;165,433;116,433;116,433;"No calibrados"
"PM25_P3";51;163,65;112,65;112,65;"No calibrados"
"PM25_P3";82;202,8;120,8;120,8;"No calibrados"
"PM25_P3";95;219,267;124,267;124,267;"No calibrados"
"PM25_P3";106;233,617;127,617;127,617;"No calibrados"
"PM25_P3";105;232,15;127,15;127,15;"No calibrados"
"PM25_P3";86;213,433;127,433;127,433;"No calibrados"
"PM25_P3";74;197,183;123,183;123,183;"No calibrados"
"PM25_P3";77;199,6;122,6;122,6;"No calibrados"
"PM25_P3";76;198,35;122,35;122,35;"No calibrados"
"PM25_P3";76;199,083;123,083;123,083;"No calibrados"
"PM25_P3";81;196,2;115,2;115,2;"No calibrados"
"PM25_P3";78;193,633;115,633;115,633;"No calibrados"
"PM25_P3";84;189,45;105,45;105,45;"No calibrados"
"PM25_P3";72;189,033;117,033;117,033;"No calibrados"
"PM25_P3";73;180,2;107,2;107,2;"No calibrados"
"PM25_P3";73;175,717;102,717;102,717;"No calibrados"
"PM25_P3";63;168,867;105,867;105,867;"No calibrados"
"PM25_P3";63;167,633;104,633;104,633;"No calibrados"
"PM25_P3";60;168,133;108,133;108,133;"No calibrados"
"PM25_P3";52;167,65;115,65;115,65;"No calibrados"
"PM25_P3";65;168,95;103,95;103,95;"No calibrados"
"PM25_P3";71;169,967;98,967;98,967;"No calibrados"
"PM25_P3";73;171,367;98,367;98,367;"No calibrados"
"PM25_P3";80;173,833;93,833;93,833;"No calibrados"
"PM25_P3";78;175,85;97,85;97,85;"No calibrados"
"PM25_P3";83;183,117;100,117;100,117;"No calibrados"
"PM25_P3";82;184,65;102,65;102,65;"No calibrados"
"PM25_P3";84;187,083;103,083;103,083;"No calibrados"
"PM25_P3";84;188,617;104,617;104,617;"No calibrados"
"PM25_P3";85;188,133;103,133;103,133;"No calibrados"
"PM25_P3";86;188,9;102,9;102,9;"No calibrados"
"PM25_P3";83;187,583;104,583;104,583;"No calibrados"
"PM25_P3";86;188,617;102,617;102,617;"No calibrados"
"PM25_P3";82;189,15;107,15;107,15;"No calibrados"
"PM25_P3";87;191,3;104,3;104,3;"No calibrados"
"PM25_P3";82;190,683;108,683;108,683;"No calibrados"
"PM25_P3";76;187,583;111,583;111,583;"No calibrados"
"PM25_P3";76;188,3;112,3;112,3;"No calibrados"
"PM25_P3";77;186,067;109,067;109,067;"No calibrados"
"PM25_P3";76;181,45;105,45;105,45;"No calibrados"
"PM25_P3";68;180,817;112,817;112,817;"No calibrados"
"PM25_P3";55;168,25;113,25;113,25;"No calibrados"
"PM25_P3";39;154,067;115,067;115,067;"No calibrados"
"PM25_P3";54;162,367;108,367;108,367;"No calibrados"
"PM25_P3";47;161,233;114,233;114,233;"No calibrados"
"PM25_P3";46;158,133;112,133;112,133;"No calibrados"
"PM25_P3";62;161,467;99,467;99,467;"No calibrados"
"PM25_P3";59;158,767;99,767;99,767;"No calibrados"
"PM25_P3";47;160,45;113,45;113,45;"No calibrados"
"PM25_P3";96;203,783;107,783;107,783;"No calibrados"
"PM25_P3";101;209,983;108,983;108,983;"No calibrados"
"PM25_P3";91;198,167;107,167;107,167;"No calibrados"
"PM25_P3";54;160,417;106,417;106,417;"No calibrados"
"PM25_P3";56;159,633;103,633;103,633;"No calibrados"
"PM25_P3";78;183,683;105,683;105,683;"No calibrados"
"PM25_P3";69;182,15;113,15;113,15;"No calibrados"
"PM25_P3";72;180,667;108,667;108,667;"No calibrados"
"PM25_P3";64;173,05;109,05;109,05;"No calibrados"
"PM25_P3";47;162,433;115,433;115,433;"No calibrados"
"PM25_P3";47;160,4;113,4;113,4;"No calibrados"
"PM25_P3";43;155,8;112,8;112,8;"No calibrados"
"PM25_P3";31;146,417;115,417;115,417;"No calibrados"
"PM25_P3";30;151,333;121,333;121,333;"No calibrados"
"PM25_P3";32;150,717;118,717;118,717;"No calibrados"
"PM25_P3";29;143,4;114,4;114,4;"No calibrados"
"PM25_P3";35;146,233;111,233;111,233;"No calibrados"
"PM25_P3";31;147,383;116,383;116,383;"No calibrados"
"PM25_P3";30;143,033;113,033;113,033;"No calibrados"
"PM25_P3";29;138,467;109,467;109,467;"No calibrados"
"PM25_P3";31;133,917;102,917;102,917;"No calibrados"
"PM25_P3";29;141,9;112,9;112,9;"No calibrados"
"PM25_P3";43;149,917;106,917;106,917;"No calibrados"
"PM25_P3";33;139,45;106,45;106,45;"No calibrados"
"PM25_P3";21;134,783;113,783;113,783;"No calibrados"
"PM25_P3";53;154,167;101,167;101,167;"No calibrados"
"PM25_P3";57;163,45;106,45;106,45;"No calibrados"
"PM25_P3";68;168,433;100,433;100,433;"No calibrados"
"PM25_P3";61;165,333;104,333;104,333;"No calibrados"
"PM25_P3";67;170,217;103,217;103,217;"No calibrados"
"PM25_P3";60;168,5;108,5;108,5;"No calibrados"
"PM25_P3";51;161,35;110,35;110,35;"No calibrados"
"PM25_P3";42;155,533;113,533;113,533;"No calibrados"
"PM25_P3";36;146,4;110,4;110,4;"No calibrados"
"PM25_P3";21;134,75;113,75;113,75;"No calibrados"
"PM25_P3";18;123,017;105,017;105,017;"No calibrados"
"PM25_P3";11;109,333;98,333;98,333;"No calibrados"
"PM25_P3";8;105,467;97,467;97,467;"No calibrados"
"PM25_P3";10;103,833;93,833;93,833;"No calibrados"
"PM25_P3";7;102,917;95,917;95,917;"No calibrados"
"PM25_P3";6;101,233;95,233;95,233;"No calibrados"
"PM25_P3";4;101,533;97,533;97,533;"No calibrados"
"PM25_P3";5;100,617;95,617;95,617;"No calibrados"
"PM25_P3";8;101,667;93,667;93,667;"No calibrados"
"PM25_P3";16;105,5;89,5;89,5;"No calibrados"
"PM25_P3";3;101,033;98,033;98,033;"No calibrados"
"PM25_P3";14;114,3;100,3;100,3;"No calibrados"
"PM25_P3";25;129,883;104,883;104,883;"No calibrados"
"PM25_P3";8;118,45;110,45;110,45;"No calibrados"
"PM25_P3";20;130,4;110,4;110,4;"No calibrados"
"PM25_P3";28;141,133;113,133;113,133;"No calibrados"
"PM25_P3";36;144;108;108;"No calibrados"
"PM25_P3";43;144,85;101,85;101,85;"No calibrados"
"PM25_P3";25;134,25;109,25;109,25;"No calibrados"
"PM25_P3";18;125,167;107,167;107,167;"No calibrados"
"PM25_P3";24;126,067;102,067;102,067;"No calibrados"
"PM25_P3";18;123,15;105,15;105,15;"No calibrados"
"PM25_P3";10;110,033;100,033;100,033;"No calibrados"
"PM25_P3";10;105,983;95,983;95,983;"No calibrados"
"PM25_P3";9;100,917;91,917;91,917;"No calibrados"
"PM25_P3";5;100,833;95,833;95,833;"No calibrados"
"PM25_P3";3;100,467;97,467;97,467;"No calibrados"
"PM25_P3";2;100,017;98,017;98,017;"No calibrados"
"PM25_P3";1;100;99;99;"No calibrados"
"PM25_P3";2;100;98;98;"No calibrados"
"PM25_P3";2;100;98;98;"No calibrados"
"PM25_P3";2;100,05;98,05;98,05;"No calibrados"
"PM25_P3";10;101,633;91,633;91,633;"No calibrados"
"PM25_P3";15;107,067;92,067;92,067;"No calibrados"
"PM25_P3";13;103,05;90,05;90,05;"No calibrados"
"PM25_P3";27;123,333;96,333;96,333;"No calibrados"
"PM25_P3";30;136,667;106,667;106,667;"No calibrados"
"PM25_P3";36;143,517;107,517;107,517;"No calibrados"
"PM25_P3";42;137,433;95,433;95,433;"No calibrados"
"PM25_P3";25;124,3;99,3;99,3;"No calibrados"
"PM25_P3";38;137,615;99,615;99,615;"No calibrados"
"PM25_P3";47;100;53;53;"No calibrados"
"PM25_P3";39;100;61;61;"No calibrados"
"PM25_P3";32;100;68;68;"No calibrados"
"PM25_P3";28;100;72;72;"No calibrados"
"PM25_P3";31;100;69;69;"No calibrados"
"PM25_P3";28;100;72;72;"No calibrados"
"PM25_P3";19;100;81;81;"No calibrados"
"PM25_P3";22;100;78;78;"No calibrados"
"PM25_P3";16;100;84;84;"No calibrados"
"PM25_P3";24;100;76;76;"No calibrados"
"PM25_P3";15;100;85;85;"No calibrados"
"PM25_P3";15;100;85;85;"No calibrados"
"PM25_P3";13;100;87;87;"No calibrados"
"PM25_P3";11;100;89;89;"No calibrados"
"PM25_P3";11;100;89;89;"No calibrados"
"PM25_P3";8;108,091;100,091;100,091;"No calibrados"
"PM25_P3";10;111,317;101,317;101,317;"No calibrados"
"PM25_P3";9;111,833;102,833;102,833;"No calibrados"
"PM25_P3";15;126,917;111,917;111,917;"No calibrados"
"PM25_P3";26;134,7;108,7;108,7;"No calibrados"
"PM25_P3";31;140,167;109,167;109,167;"No calibrados"
"PM25_P3";23;134,767;111,767;111,767;"No calibrados"
"PM25_P3";39;149,667;110,667;110,667;"No calibrados"
"PM25_P3";65;165,533;100,533;100,533;"No calibrados"
"PM25_P3";55;163,517;108,517;108,517;"No calibrados"
"PM25_P3";55;157,2;102,2;102,2;"No calibrados"
"PM25_P3";67;163,867;96,867;96,867;"No calibrados"
"PM25_P3";59;162,817;103,817;103,817;"No calibrados"
"PM25_P3";49;156,183;107,183;107,183;"No calibrados"
"PM25_P3";49;155,1;106,1;106,1;"No calibrados"
"PM25_P3";34;147,2;113,2;113,2;"No calibrados"
"PM25_P3";31;139,417;108,417;108,417;"No calibrados"
"PM25_P3";21;132,95;111,95;111,95;"No calibrados"
"PM25_P3";20;127,7;107,7;107,7;"No calibrados"
"PM25_P3";13;118,983;105,983;105,983;"No calibrados"
"PM25_P3";13;116,383;103,383;103,383;"No calibrados"
"PM25_P3";16;120,5;104,5;104,5;"No calibrados"
"PM25_P3";12;110,95;98,95;98,95;"No calibrados"
"PM25_P3";11;110,733;99,733;99,733;"No calibrados"
"PM25_P3";6;105,783;99,783;99,783;"No calibrados"
"PM25_P3";5;104,4;99,4;99,4;"No calibrados"
"PM25_P3";5;108,483;103,483;103,483;"No calibrados"
"PM25_P3";8;113,483;105,483;105,483;"No calibrados"
"PM25_P3";12;118,1;106,1;106,1;"No calibrados"
"PM25_P3";10;113,583;103,583;103,583;"No calibrados"
"PM25_P3";16;127,583;111,583;111,583;"No calibrados"
"PM25_P3";33;140,983;107,983;107,983;"No calibrados"
"PM25_P3";36;139,617;103,617;103,617;"No calibrados"
"PM25_P3";50;149,517;99,517;99,517;"No calibrados"
"PM25_P3";47;147,15;100,15;100,15;"No calibrados"
"PM25_P3";43;147,1;104,1;104,1;"No calibrados"
"PM25_P3";51;151,717;100,717;100,717;"No calibrados"
"PM25_P3";42;151,983;109,983;109,983;"No calibrados"
"PM25_P3";44;151,383;107,383;107,383;"No calibrados"
"PM25_P3";35;145,8;110,8;110,8;"No calibrados"
"PM25_P3";36;147,333;111,333;111,333;"No calibrados"
"PM25_P3";36;146,817;110,817;110,817;"No calibrados"
"PM25_P3";28;140,1;112,1;112,1;"No calibrados"
"PM25_P3";25;139,367;114,367;114,367;"No calibrados"
"PM25_P3";26;132,633;106,633;106,633;"No calibrados"
"PM25_P3";28;137,017;109,017;109,017;"No calibrados"
"PM25_P3";27;133;106;106;"No calibrados"
"PM25_P3";23;132,517;109,517;109,517;"No calibrados"
"PM25_P3";26;132,7;106,7;106,7;"No calibrados"
"PM25_P3";29;134,767;105,767;105,767;"No calibrados"
"PM25_P3";42;152,15;110,15;110,15;"No calibrados"
"PM25_P3";44;150,55;106,55;106,55;"No calibrados"
"PM25_P3";45;149,95;104,95;104,95;"No calibrados"
"PM25_P3";48;153,2;105,2;105,2;"No calibrados"
"PM25_P3";55;159,5;104,5;104,5;"No calibrados"
"PM25_P3";50;158,95;108,95;108,95;"No calibrados"
"PM25_P3";47;152,867;105,867;105,867;"No calibrados"
"PM25_P3";60;161,4;101,4;101,4;"No calibrados"
"PM25_P3";55;157,65;102,65;102,65;"No calibrados"
"PM25_P3";50;155,85;105,85;105,85;"No calibrados"
"PM25_P3";53;157,7;104,7;104,7;"No calibrados"
"PM25_P3";50;157,067;107,067;107,067;"No calibrados"
"PM25_P3";46;153,917;107,917;107,917;"No calibrados"
"PM25_P3";40;150,167;110,167;110,167;"No calibrados"
"PM25_P3";43;150,917;107,917;107,917;"No calibrados"
"PM25_P3";32;146,783;114,783;114,783;"No calibrados"
"PM25_P3";28;143,8;115,8;115,8;"No calibrados"
"PM25_P3";23;140,15;117,15;117,15;"No calibrados"
"PM25_P3";26;139,167;113,167;113,167;"No calibrados"
"PM25_P3";20;135,983;115,983;115,983;"No calibrados"
"PM25_P3";20;132,667;112,667;112,667;"No calibrados"
"PM25_P3";27;141,183;114,183;114,183;"No calibrados"
"PM25_P3";25;138,583;113,583;113,583;"No calibrados"
"PM25_P3";30;138,733;108,733;108,733;"No calibrados"
"PM25_P3";38;142,517;104,517;104,517;"No calibrados"
"PM25_P3";32;142,417;110,417;110,417;"No calibrados"
"PM25_P3";27;136,1;109,1;109,1;"No calibrados"
"PM25_P3";48;151,75;103,75;103,75;"No calibrados"
"PM25_P3";58;156,517;98,517;98,517;"No calibrados"
"PM25_P3";61;155,95;94,95;94,95;"No calibrados"
"PM25_P3";58;154,167;96,167;96,167;"No calibrados"
"PM25_P3";56;154,067;98,067;98,067;"No calibrados"
"PM25_P3";64;156,833;92,833;92,833;"No calibrados"
"PM25_P3";59;155,85;96,85;96,85;"No calibrados"
"PM25_P3";38;144,567;106,567;106,567;"No calibrados"
"PM25_P3";32;144,017;112,017;112,017;"No calibrados"
